Timestamp,"CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Load","GPU Temp"
17/12/2020 18:53:26 PM,86.00°F,91.40°F,87.80°F,89.60°F,91.40°F,10%,104.00°F
17/12/2020 18:53:31 PM,87.80°F,93.20°F,91.40°F,91.40°F,91.40°F,21%,104.00°F
17/12/2020 18:53:36 PM,87.80°F,89.60°F,87.80°F,91.40°F,89.60°F,10%,104.00°F
17/12/2020 18:53:41 PM,87.80°F,93.20°F,91.40°F,89.60°F,93.20°F,19%,104.00°F
17/12/2020 18:53:46 PM,84.20°F,87.80°F,86.00°F,86.00°F,89.60°F,19%,104.00°F
17/12/2020 18:53:51 PM,87.80°F,89.60°F,86.00°F,84.20°F,89.60°F,13%,104.00°F
17/12/2020 18:53:56 PM,89.60°F,91.40°F,87.80°F,91.40°F,93.20°F,46%,104.00°F
17/12/2020 18:54:01 PM,86.00°F,89.60°F,89.60°F,87.80°F,89.60°F,16%,104.00°F
17/12/2020 18:54:06 PM,87.80°F,89.60°F,87.80°F,89.60°F,91.40°F,12%,104.00°F
17/12/2020 18:54:11 PM,95.00°F,95.00°F,95.00°F,96.80°F,96.80°F,27%,104.00°F
17/12/2020 18:54:16 PM,87.80°F,89.60°F,89.60°F,91.40°F,89.60°F,18%,104.00°F
17/12/2020 18:54:21 PM,87.80°F,87.80°F,86.00°F,87.80°F,89.60°F,17%,104.00°F
17/12/2020 18:54:26 PM,91.40°F,93.20°F,95.00°F,93.20°F,95.00°F,23%,104.00°F
17/12/2020 18:54:31 PM,87.80°F,91.40°F,89.60°F,91.40°F,93.20°F,8%,104.00°F
17/12/2020 18:54:36 PM,96.80°F,95.00°F,93.20°F,95.00°F,93.20°F,33%,104.00°F
17/12/2020 18:54:41 PM,86.00°F,91.40°F,93.20°F,91.40°F,93.20°F,20%,104.00°F
17/12/2020 18:54:46 PM,89.60°F,87.80°F,89.60°F,93.20°F,93.20°F,20%,104.00°F
17/12/2020 18:54:51 PM,86.00°F,87.80°F,84.20°F,91.40°F,91.40°F,11%,104.00°F
17/12/2020 18:54:56 PM,86.00°F,87.80°F,89.60°F,89.60°F,89.60°F,17%,104.00°F
17/12/2020 18:55:01 PM,93.20°F,93.20°F,95.00°F,96.80°F,95.00°F,14%,104.00°F
17/12/2020 18:55:06 PM,93.20°F,93.20°F,89.60°F,95.00°F,93.20°F,21%,104.00°F
17/12/2020 18:55:11 PM,86.00°F,91.40°F,89.60°F,89.60°F,91.40°F,18%,104.00°F
17/12/2020 18:55:16 PM,87.80°F,87.80°F,95.00°F,89.60°F,96.80°F,15%,104.00°F
17/12/2020 18:55:21 PM,96.80°F,100.40°F,105.80°F,102.20°F,105.80°F,52%,104.00°F
17/12/2020 18:55:26 PM,91.40°F,89.60°F,95.00°F,93.20°F,95.00°F,23%,104.00°F
17/12/2020 18:55:31 PM,104.00°F,100.40°F,104.00°F,104.00°F,105.80°F,80%,104.00°F
17/12/2020 18:55:36 PM,105.80°F,104.00°F,104.00°F,107.60°F,104.00°F,66%,105.80°F
17/12/2020 18:55:41 PM,91.40°F,96.80°F,87.80°F,91.40°F,95.00°F,21%,104.00°F
17/12/2020 18:55:46 PM,107.60°F,100.40°F,104.00°F,107.60°F,105.80°F,57%,104.00°F
17/12/2020 18:55:51 PM,96.80°F,102.20°F,96.80°F,98.60°F,98.60°F,29%,104.00°F
17/12/2020 18:55:56 PM,100.40°F,98.60°F,104.00°F,100.40°F,105.80°F,45%,104.00°F
17/12/2020 18:56:01 PM,109.40°F,105.80°F,107.60°F,111.20°F,109.40°F,91%,104.00°F
17/12/2020 18:56:06 PM,95.00°F,100.40°F,98.60°F,96.80°F,98.60°F,27%,104.00°F
17/12/2020 18:56:11 PM,109.40°F,102.20°F,109.40°F,111.20°F,111.20°F,82%,105.80°F
17/12/2020 18:56:16 PM,93.20°F,98.60°F,95.00°F,98.60°F,96.80°F,33%,105.80°F
17/12/2020 18:56:21 PM,105.80°F,105.80°F,104.00°F,102.20°F,107.60°F,48%,104.00°F
17/12/2020 18:56:26 PM,98.60°F,102.20°F,102.20°F,98.60°F,102.20°F,20%,104.00°F
17/12/2020 18:56:31 PM,96.80°F,96.80°F,100.40°F,96.80°F,100.40°F,20%,104.00°F
17/12/2020 18:56:36 PM,95.00°F,98.60°F,98.60°F,95.00°F,98.60°F,28%,104.00°F
17/12/2020 18:56:41 PM,96.80°F,100.40°F,102.20°F,102.20°F,102.20°F,30%,105.80°F
17/12/2020 18:56:46 PM,93.20°F,98.60°F,102.20°F,98.60°F,102.20°F,25%,104.00°F
17/12/2020 18:56:51 PM,93.20°F,95.00°F,91.40°F,95.00°F,95.00°F,22%,104.00°F
17/12/2020 18:56:56 PM,98.60°F,98.60°F,102.20°F,104.00°F,102.20°F,40%,105.80°F
17/12/2020 18:57:01 PM,96.80°F,104.00°F,104.00°F,102.20°F,107.60°F,38%,104.00°F
17/12/2020 18:57:06 PM,91.40°F,98.60°F,91.40°F,93.20°F,96.80°F,22%,104.00°F
17/12/2020 18:57:11 PM,98.60°F,96.80°F,96.80°F,96.80°F,96.80°F,19%,104.00°F
17/12/2020 18:57:16 PM,96.80°F,93.20°F,98.60°F,98.60°F,98.60°F,22%,104.00°F
17/12/2020 18:57:21 PM,95.00°F,96.80°F,98.60°F,96.80°F,98.60°F,17%,104.00°F
17/12/2020 18:57:26 PM,91.40°F,93.20°F,91.40°F,91.40°F,93.20°F,23%,104.00°F
17/12/2020 18:57:31 PM,96.80°F,100.40°F,95.00°F,95.00°F,95.00°F,18%,104.00°F
17/12/2020 18:57:36 PM,93.20°F,95.00°F,98.60°F,93.20°F,98.60°F,20%,104.00°F
17/12/2020 18:57:41 PM,93.20°F,91.40°F,98.60°F,93.20°F,98.60°F,17%,104.00°F
17/12/2020 18:57:46 PM,96.80°F,96.80°F,95.00°F,95.00°F,95.00°F,17%,104.00°F
17/12/2020 18:57:51 PM,91.40°F,95.00°F,93.20°F,91.40°F,93.20°F,15%,104.00°F
17/12/2020 18:57:56 PM,91.40°F,91.40°F,93.20°F,91.40°F,93.20°F,36%,104.00°F
17/12/2020 18:58:01 PM,96.80°F,96.80°F,100.40°F,98.60°F,100.40°F,24%,104.00°F
17/12/2020 18:58:06 PM,91.40°F,91.40°F,89.60°F,91.40°F,93.20°F,17%,104.00°F
17/12/2020 18:58:11 PM,87.80°F,89.60°F,89.60°F,91.40°F,93.20°F,11%,104.00°F
17/12/2020 18:58:16 PM,96.80°F,93.20°F,96.80°F,95.00°F,96.80°F,26%,104.00°F
17/12/2020 18:58:21 PM,96.80°F,100.40°F,89.60°F,89.60°F,93.20°F,27%,104.00°F
17/12/2020 18:58:26 PM,91.40°F,100.40°F,95.00°F,95.00°F,95.00°F,10%,104.00°F
17/12/2020 18:58:31 PM,93.20°F,93.20°F,95.00°F,93.20°F,95.00°F,22%,104.00°F
17/12/2020 18:58:36 PM,95.00°F,102.20°F,98.60°F,96.80°F,98.60°F,27%,104.00°F
17/12/2020 18:58:41 PM,93.20°F,93.20°F,95.00°F,93.20°F,95.00°F,8%,104.00°F
17/12/2020 18:58:46 PM,93.20°F,95.00°F,93.20°F,93.20°F,95.00°F,32%,104.00°F
17/12/2020 18:58:51 PM,95.00°F,96.80°F,96.80°F,95.00°F,96.80°F,22%,104.00°F
17/12/2020 18:58:56 PM,91.40°F,91.40°F,93.20°F,91.40°F,93.20°F,21%,104.00°F
17/12/2020 18:59:01 PM,102.20°F,100.40°F,104.00°F,102.20°F,104.00°F,64%,104.00°F
17/12/2020 18:59:06 PM,98.60°F,98.60°F,100.40°F,98.60°F,100.40°F,28%,105.80°F
17/12/2020 18:59:11 PM,93.20°F,96.80°F,93.20°F,93.20°F,96.80°F,20%,104.00°F
17/12/2020 18:59:16 PM,93.20°F,93.20°F,96.80°F,95.00°F,96.80°F,12%,105.80°F
17/12/2020 18:59:21 PM,95.00°F,95.00°F,98.60°F,98.60°F,98.60°F,18%,104.00°F
17/12/2020 18:59:26 PM,87.80°F,89.60°F,91.40°F,91.40°F,93.20°F,20%,105.80°F
17/12/2020 18:59:31 PM,111.20°F,104.00°F,105.80°F,109.40°F,105.80°F,84%,104.00°F
17/12/2020 18:59:36 PM,95.00°F,93.20°F,89.60°F,96.80°F,95.00°F,26%,104.00°F
17/12/2020 18:59:41 PM,93.20°F,93.20°F,96.80°F,93.20°F,96.80°F,19%,105.80°F
17/12/2020 18:59:46 PM,91.40°F,95.00°F,95.00°F,96.80°F,95.00°F,26%,105.80°F
17/12/2020 18:59:51 PM,89.60°F,96.80°F,96.80°F,95.00°F,96.80°F,19%,105.80°F
17/12/2020 18:59:56 PM,87.80°F,91.40°F,87.80°F,93.20°F,95.00°F,20%,104.00°F
17/12/2020 19:00:01 PM,109.40°F,102.20°F,105.80°F,107.60°F,105.80°F,77%,105.80°F
17/12/2020 19:00:06 PM,105.80°F,105.80°F,109.40°F,105.80°F,113.00°F,81%,104.00°F
17/12/2020 19:00:11 PM,93.20°F,95.00°F,100.40°F,96.80°F,100.40°F,22%,104.00°F
17/12/2020 19:00:16 PM,93.20°F,91.40°F,91.40°F,93.20°F,95.00°F,21%,104.00°F
17/12/2020 19:00:21 PM,93.20°F,93.20°F,95.00°F,93.20°F,95.00°F,25%,104.00°F
17/12/2020 19:00:26 PM,91.40°F,91.40°F,91.40°F,93.20°F,93.20°F,19%,105.80°F
17/12/2020 19:00:31 PM,107.60°F,98.60°F,104.00°F,107.60°F,104.00°F,67%,104.00°F
17/12/2020 19:00:36 PM,93.20°F,96.80°F,102.20°F,98.60°F,102.20°F,15%,105.80°F
17/12/2020 19:00:41 PM,96.80°F,96.80°F,100.40°F,100.40°F,100.40°F,23%,105.80°F
17/12/2020 19:00:46 PM,102.20°F,96.80°F,96.80°F,96.80°F,96.80°F,23%,104.00°F
17/12/2020 19:00:51 PM,91.40°F,89.60°F,95.00°F,93.20°F,95.00°F,22%,105.80°F
17/12/2020 19:00:56 PM,93.20°F,91.40°F,98.60°F,93.20°F,98.60°F,26%,105.80°F
17/12/2020 19:01:01 PM,104.00°F,98.60°F,100.40°F,104.00°F,102.20°F,28%,105.80°F
17/12/2020 19:01:06 PM,91.40°F,95.00°F,102.20°F,95.00°F,102.20°F,18%,105.80°F
17/12/2020 19:01:11 PM,93.20°F,98.60°F,96.80°F,96.80°F,96.80°F,20%,105.80°F
17/12/2020 19:01:16 PM,100.40°F,95.00°F,105.80°F,104.00°F,105.80°F,48%,105.80°F
17/12/2020 19:01:21 PM,98.60°F,93.20°F,98.60°F,96.80°F,98.60°F,24%,105.80°F
17/12/2020 19:01:26 PM,89.60°F,91.40°F,91.40°F,93.20°F,93.20°F,20%,105.80°F
17/12/2020 19:01:31 PM,93.20°F,91.40°F,91.40°F,93.20°F,95.00°F,18%,105.80°F
17/12/2020 19:01:36 PM,91.40°F,91.40°F,89.60°F,91.40°F,95.00°F,18%,105.80°F
17/12/2020 19:01:41 PM,100.40°F,102.20°F,104.00°F,105.80°F,104.00°F,83%,105.80°F
17/12/2020 19:01:46 PM,95.00°F,98.60°F,98.60°F,95.00°F,98.60°F,18%,105.80°F
17/12/2020 19:01:51 PM,93.20°F,95.00°F,98.60°F,96.80°F,98.60°F,22%,105.80°F
17/12/2020 19:01:56 PM,95.00°F,96.80°F,96.80°F,95.00°F,96.80°F,16%,105.80°F
17/12/2020 19:02:01 PM,102.20°F,96.80°F,102.20°F,96.80°F,102.20°F,30%,105.80°F
17/12/2020 19:02:06 PM,98.60°F,100.40°F,93.20°F,95.00°F,96.80°F,30%,105.80°F
17/12/2020 19:02:11 PM,91.40°F,91.40°F,91.40°F,93.20°F,95.00°F,16%,105.80°F
17/12/2020 19:02:16 PM,93.20°F,98.60°F,104.00°F,93.20°F,104.00°F,45%,105.80°F
17/12/2020 19:02:21 PM,98.60°F,91.40°F,89.60°F,98.60°F,95.00°F,29%,105.80°F
17/12/2020 19:02:26 PM,98.60°F,96.80°F,98.60°F,95.00°F,98.60°F,12%,105.80°F
17/12/2020 19:02:31 PM,95.00°F,93.20°F,91.40°F,95.00°F,93.20°F,22%,105.80°F
17/12/2020 19:02:36 PM,89.60°F,89.60°F,87.80°F,91.40°F,93.20°F,23%,105.80°F
17/12/2020 19:02:41 PM,100.40°F,96.80°F,96.80°F,98.60°F,96.80°F,36%,105.80°F
17/12/2020 19:02:46 PM,93.20°F,95.00°F,96.80°F,95.00°F,96.80°F,23%,105.80°F
17/12/2020 19:02:51 PM,91.40°F,96.80°F,102.20°F,95.00°F,102.20°F,23%,105.80°F
17/12/2020 19:02:56 PM,96.80°F,93.20°F,98.60°F,96.80°F,98.60°F,21%,105.80°F
17/12/2020 19:03:01 PM,95.00°F,93.20°F,100.40°F,102.20°F,100.40°F,27%,105.80°F
17/12/2020 19:03:06 PM,91.40°F,93.20°F,91.40°F,93.20°F,95.00°F,18%,105.80°F
17/12/2020 19:03:11 PM,93.20°F,95.00°F,95.00°F,96.80°F,95.00°F,13%,105.80°F
17/12/2020 19:03:16 PM,95.00°F,95.00°F,95.00°F,93.20°F,96.80°F,19%,105.80°F
17/12/2020 19:03:21 PM,95.00°F,93.20°F,95.00°F,95.00°F,98.60°F,22%,105.80°F
17/12/2020 19:03:26 PM,93.20°F,89.60°F,96.80°F,93.20°F,96.80°F,15%,105.80°F
17/12/2020 19:03:31 PM,91.40°F,93.20°F,98.60°F,95.00°F,98.60°F,28%,105.80°F
17/12/2020 19:03:36 PM,89.60°F,91.40°F,91.40°F,91.40°F,93.20°F,23%,105.80°F
17/12/2020 19:03:41 PM,89.60°F,89.60°F,87.80°F,91.40°F,93.20°F,18%,105.80°F
17/12/2020 19:03:46 PM,102.20°F,91.40°F,102.20°F,100.40°F,102.20°F,25%,105.80°F
17/12/2020 19:03:51 PM,89.60°F,93.20°F,96.80°F,89.60°F,96.80°F,21%,105.80°F
17/12/2020 19:03:56 PM,109.40°F,107.60°F,109.40°F,107.60°F,109.40°F,82%,105.80°F
17/12/2020 19:04:01 PM,89.60°F,93.20°F,98.60°F,93.20°F,98.60°F,23%,105.80°F
17/12/2020 19:04:06 PM,95.00°F,89.60°F,95.00°F,95.00°F,95.00°F,20%,105.80°F
17/12/2020 19:04:11 PM,96.80°F,91.40°F,96.80°F,93.20°F,96.80°F,26%,105.80°F
17/12/2020 19:04:16 PM,93.20°F,91.40°F,93.20°F,93.20°F,93.20°F,18%,105.80°F
17/12/2020 19:04:21 PM,93.20°F,91.40°F,100.40°F,95.00°F,100.40°F,24%,105.80°F
17/12/2020 19:04:26 PM,93.20°F,93.20°F,100.40°F,95.00°F,100.40°F,13%,105.80°F
17/12/2020 19:04:31 PM,89.60°F,95.00°F,91.40°F,89.60°F,95.00°F,23%,105.80°F
17/12/2020 19:04:36 PM,91.40°F,89.60°F,91.40°F,93.20°F,95.00°F,22%,105.80°F
17/12/2020 19:04:41 PM,87.80°F,91.40°F,87.80°F,95.00°F,93.20°F,22%,105.80°F
17/12/2020 19:04:46 PM,89.60°F,95.00°F,89.60°F,89.60°F,93.20°F,22%,105.80°F
17/12/2020 19:04:51 PM,87.80°F,89.60°F,89.60°F,91.40°F,93.20°F,17%,105.80°F
17/12/2020 19:04:56 PM,87.80°F,89.60°F,91.40°F,93.20°F,93.20°F,18%,105.80°F
17/12/2020 19:05:01 PM,89.60°F,87.80°F,93.20°F,91.40°F,93.20°F,16%,105.80°F
17/12/2020 19:05:06 PM,95.00°F,93.20°F,95.00°F,96.80°F,96.80°F,37%,105.80°F
17/12/2020 19:05:11 PM,95.00°F,95.00°F,96.80°F,95.00°F,96.80°F,14%,105.80°F
17/12/2020 19:05:16 PM,105.80°F,102.20°F,104.00°F,107.60°F,104.00°F,54%,105.80°F
17/12/2020 19:05:21 PM,93.20°F,95.00°F,95.00°F,93.20°F,95.00°F,17%,105.80°F
17/12/2020 19:05:26 PM,105.80°F,98.60°F,98.60°F,105.80°F,102.20°F,41%,105.80°F
17/12/2020 19:05:31 PM,93.20°F,93.20°F,95.00°F,96.80°F,98.60°F,20%,105.80°F
17/12/2020 19:05:36 PM,93.20°F,91.40°F,93.20°F,96.80°F,96.80°F,19%,105.80°F
17/12/2020 19:05:41 PM,95.00°F,95.00°F,96.80°F,95.00°F,96.80°F,26%,105.80°F
17/12/2020 19:05:46 PM,95.00°F,91.40°F,95.00°F,93.20°F,96.80°F,20%,105.80°F
17/12/2020 19:05:51 PM,93.20°F,93.20°F,93.20°F,93.20°F,95.00°F,24%,105.80°F
17/12/2020 19:05:56 PM,104.00°F,91.40°F,98.60°F,100.40°F,98.60°F,19%,105.80°F
17/12/2020 19:06:01 PM,95.00°F,93.20°F,89.60°F,95.00°F,95.00°F,30%,105.80°F
17/12/2020 19:06:06 PM,104.00°F,96.80°F,102.20°F,105.80°F,102.20°F,50%,105.80°F
17/12/2020 19:06:11 PM,100.40°F,96.80°F,100.40°F,96.80°F,100.40°F,27%,105.80°F
17/12/2020 19:06:16 PM,91.40°F,91.40°F,100.40°F,93.20°F,100.40°F,21%,105.80°F
17/12/2020 19:06:21 PM,87.80°F,89.60°F,93.20°F,89.60°F,93.20°F,23%,105.80°F
17/12/2020 19:06:26 PM,95.00°F,93.20°F,96.80°F,95.00°F,96.80°F,15%,105.80°F
17/12/2020 19:06:31 PM,89.60°F,91.40°F,87.80°F,91.40°F,93.20°F,28%,105.80°F
17/12/2020 19:06:36 PM,91.40°F,91.40°F,98.60°F,93.20°F,98.60°F,22%,105.80°F
17/12/2020 19:06:41 PM,89.60°F,91.40°F,91.40°F,93.20°F,93.20°F,18%,105.80°F
17/12/2020 19:06:46 PM,87.80°F,91.40°F,89.60°F,93.20°F,93.20°F,22%,105.80°F
17/12/2020 19:06:51 PM,89.60°F,91.40°F,89.60°F,91.40°F,93.20°F,21%,105.80°F
17/12/2020 19:06:56 PM,89.60°F,93.20°F,87.80°F,93.20°F,91.40°F,19%,105.80°F
17/12/2020 19:07:01 PM,95.00°F,89.60°F,100.40°F,95.00°F,100.40°F,18%,105.80°F
17/12/2020 19:07:06 PM,89.60°F,91.40°F,89.60°F,91.40°F,93.20°F,25%,105.80°F
17/12/2020 19:07:11 PM,93.20°F,91.40°F,96.80°F,93.20°F,96.80°F,22%,105.80°F
17/12/2020 19:07:16 PM,98.60°F,93.20°F,98.60°F,95.00°F,100.40°F,23%,105.80°F
17/12/2020 19:07:21 PM,93.20°F,91.40°F,100.40°F,93.20°F,100.40°F,27%,105.80°F
17/12/2020 19:07:26 PM,102.20°F,98.60°F,98.60°F,102.20°F,102.20°F,42%,105.80°F
17/12/2020 19:07:31 PM,95.00°F,93.20°F,96.80°F,96.80°F,98.60°F,19%,105.80°F
17/12/2020 19:07:36 PM,89.60°F,87.80°F,91.40°F,93.20°F,95.00°F,17%,105.80°F
17/12/2020 19:07:41 PM,89.60°F,100.40°F,87.80°F,91.40°F,93.20°F,36%,105.80°F
17/12/2020 19:07:46 PM,87.80°F,93.20°F,89.60°F,91.40°F,91.40°F,16%,105.80°F
17/12/2020 19:07:51 PM,109.40°F,102.20°F,105.80°F,105.80°F,109.40°F,68%,105.80°F
17/12/2020 19:07:56 PM,93.20°F,96.80°F,93.20°F,96.80°F,96.80°F,33%,105.80°F
17/12/2020 19:08:01 PM,107.60°F,105.80°F,104.00°F,104.00°F,104.00°F,47%,105.80°F
17/12/2020 19:08:06 PM,95.00°F,93.20°F,93.20°F,95.00°F,96.80°F,27%,105.80°F
17/12/2020 19:08:11 PM,95.00°F,91.40°F,91.40°F,95.00°F,95.00°F,23%,105.80°F
17/12/2020 19:08:16 PM,91.40°F,91.40°F,89.60°F,93.20°F,93.20°F,17%,105.80°F
17/12/2020 19:08:21 PM,93.20°F,98.60°F,91.40°F,91.40°F,93.20°F,27%,105.80°F
17/12/2020 19:08:26 PM,95.00°F,98.60°F,96.80°F,95.00°F,96.80°F,22%,105.80°F
17/12/2020 19:08:31 PM,100.40°F,95.00°F,102.20°F,100.40°F,102.20°F,24%,105.80°F
17/12/2020 19:08:36 PM,104.00°F,100.40°F,102.20°F,98.60°F,102.20°F,43%,105.80°F
17/12/2020 19:08:41 PM,98.60°F,98.60°F,102.20°F,98.60°F,102.20°F,40%,105.80°F
17/12/2020 19:08:46 PM,111.20°F,100.40°F,100.40°F,109.40°F,100.40°F,20%,105.80°F
17/12/2020 19:08:51 PM,102.20°F,96.80°F,102.20°F,102.20°F,102.20°F,21%,105.80°F
17/12/2020 19:08:56 PM,105.80°F,95.00°F,96.80°F,104.00°F,96.80°F,16%,105.80°F
17/12/2020 19:09:01 PM,95.00°F,96.80°F,98.60°F,98.60°F,98.60°F,20%,105.80°F
17/12/2020 19:09:06 PM,102.20°F,95.00°F,95.00°F,98.60°F,95.00°F,22%,105.80°F
17/12/2020 19:09:11 PM,109.40°F,102.20°F,107.60°F,111.20°F,107.60°F,73%,105.80°F
17/12/2020 19:09:16 PM,105.80°F,105.80°F,111.20°F,105.80°F,111.20°F,62%,105.80°F
17/12/2020 19:09:21 PM,102.20°F,100.40°F,107.60°F,104.00°F,109.40°F,45%,105.80°F
17/12/2020 19:09:26 PM,102.20°F,98.60°F,96.80°F,98.60°F,98.60°F,30%,105.80°F
17/12/2020 19:09:31 PM,93.20°F,95.00°F,95.00°F,95.00°F,96.80°F,21%,105.80°F
17/12/2020 19:09:36 PM,111.20°F,105.80°F,113.00°F,109.40°F,113.00°F,70%,105.80°F
17/12/2020 19:09:41 PM,102.20°F,98.60°F,96.80°F,102.20°F,98.60°F,35%,105.80°F
17/12/2020 19:09:46 PM,95.00°F,95.00°F,100.40°F,96.80°F,100.40°F,13%,105.80°F
17/12/2020 19:09:51 PM,96.80°F,95.00°F,96.80°F,95.00°F,96.80°F,17%,105.80°F
17/12/2020 19:09:56 PM,93.20°F,96.80°F,96.80°F,93.20°F,96.80°F,22%,105.80°F
17/12/2020 19:10:01 PM,95.00°F,96.80°F,91.40°F,93.20°F,98.60°F,15%,105.80°F
17/12/2020 19:10:06 PM,95.00°F,95.00°F,93.20°F,96.80°F,98.60°F,27%,105.80°F
17/12/2020 19:10:11 PM,93.20°F,93.20°F,91.40°F,95.00°F,95.00°F,18%,105.80°F
17/12/2020 19:10:16 PM,93.20°F,95.00°F,93.20°F,96.80°F,96.80°F,47%,105.80°F
17/12/2020 19:10:21 PM,96.80°F,95.00°F,91.40°F,93.20°F,93.20°F,26%,105.80°F
17/12/2020 19:10:26 PM,95.00°F,93.20°F,100.40°F,93.20°F,100.40°F,24%,105.80°F
17/12/2020 19:10:31 PM,93.20°F,93.20°F,89.60°F,91.40°F,95.00°F,25%,105.80°F
17/12/2020 19:10:36 PM,91.40°F,91.40°F,91.40°F,93.20°F,95.00°F,22%,105.80°F
17/12/2020 19:10:41 PM,98.60°F,95.00°F,93.20°F,95.00°F,98.60°F,20%,105.80°F
17/12/2020 19:10:46 PM,93.20°F,93.20°F,95.00°F,95.00°F,95.00°F,22%,105.80°F
17/12/2020 19:10:51 PM,91.40°F,91.40°F,91.40°F,91.40°F,96.80°F,21%,105.80°F
17/12/2020 19:10:56 PM,91.40°F,93.20°F,96.80°F,95.00°F,96.80°F,17%,105.80°F
17/12/2020 19:11:01 PM,95.00°F,93.20°F,100.40°F,96.80°F,100.40°F,30%,105.80°F
17/12/2020 19:11:06 PM,91.40°F,91.40°F,95.00°F,89.60°F,95.00°F,15%,105.80°F
17/12/2020 19:11:11 PM,93.20°F,93.20°F,96.80°F,98.60°F,98.60°F,21%,105.80°F
17/12/2020 19:11:16 PM,100.40°F,98.60°F,102.20°F,93.20°F,102.20°F,54%,105.80°F
17/12/2020 19:11:21 PM,95.00°F,96.80°F,98.60°F,91.40°F,100.40°F,19%,105.80°F
17/12/2020 19:11:26 PM,95.00°F,104.00°F,105.80°F,95.00°F,105.80°F,54%,105.80°F
17/12/2020 19:11:31 PM,93.20°F,93.20°F,98.60°F,95.00°F,98.60°F,23%,105.80°F
17/12/2020 19:11:36 PM,91.40°F,93.20°F,100.40°F,91.40°F,100.40°F,17%,105.80°F
17/12/2020 19:11:41 PM,104.00°F,93.20°F,91.40°F,96.80°F,95.00°F,21%,105.80°F
17/12/2020 19:11:46 PM,89.60°F,93.20°F,98.60°F,95.00°F,98.60°F,27%,105.80°F
17/12/2020 19:11:51 PM,89.60°F,96.80°F,104.00°F,93.20°F,107.60°F,21%,105.80°F
17/12/2020 19:11:56 PM,93.20°F,91.40°F,93.20°F,93.20°F,95.00°F,21%,105.80°F
17/12/2020 19:12:01 PM,104.00°F,98.60°F,104.00°F,96.80°F,104.00°F,29%,105.80°F
17/12/2020 19:12:06 PM,95.00°F,91.40°F,89.60°F,93.20°F,93.20°F,22%,105.80°F
17/12/2020 19:12:11 PM,98.60°F,95.00°F,89.60°F,102.20°F,93.20°F,29%,105.80°F
17/12/2020 19:12:16 PM,100.40°F,96.80°F,100.40°F,100.40°F,104.00°F,37%,105.80°F
17/12/2020 19:12:21 PM,91.40°F,93.20°F,95.00°F,93.20°F,95.00°F,15%,105.80°F
17/12/2020 19:12:26 PM,93.20°F,95.00°F,96.80°F,95.00°F,96.80°F,22%,105.80°F
17/12/2020 19:12:31 PM,93.20°F,93.20°F,96.80°F,93.20°F,96.80°F,12%,105.80°F
17/12/2020 19:12:36 PM,93.20°F,95.00°F,100.40°F,96.80°F,100.40°F,19%,105.80°F
17/12/2020 19:12:41 PM,96.80°F,93.20°F,98.60°F,98.60°F,98.60°F,17%,104.00°F
17/12/2020 19:12:46 PM,93.20°F,91.40°F,93.20°F,93.20°F,95.00°F,41%,104.00°F
17/12/2020 19:12:51 PM,93.20°F,89.60°F,91.40°F,93.20°F,95.00°F,23%,105.80°F
17/12/2020 19:12:56 PM,100.40°F,96.80°F,104.00°F,104.00°F,104.00°F,44%,105.80°F
17/12/2020 19:13:01 PM,91.40°F,93.20°F,98.60°F,93.20°F,98.60°F,19%,104.00°F
17/12/2020 19:13:06 PM,91.40°F,93.20°F,93.20°F,95.00°F,95.00°F,22%,105.80°F
17/12/2020 19:13:11 PM,102.20°F,96.80°F,100.40°F,104.00°F,102.20°F,18%,104.00°F
17/12/2020 19:13:16 PM,96.80°F,95.00°F,98.60°F,93.20°F,98.60°F,28%,105.80°F
17/12/2020 19:13:21 PM,95.00°F,98.60°F,96.80°F,96.80°F,96.80°F,31%,105.80°F
17/12/2020 19:13:26 PM,100.40°F,98.60°F,104.00°F,104.00°F,104.00°F,46%,105.80°F
17/12/2020 19:13:31 PM,93.20°F,95.00°F,100.40°F,95.00°F,100.40°F,33%,105.80°F
17/12/2020 19:13:36 PM,93.20°F,93.20°F,95.00°F,98.60°F,96.80°F,50%,104.00°F
17/12/2020 19:13:41 PM,91.40°F,93.20°F,95.00°F,93.20°F,95.00°F,8%,105.80°F
17/12/2020 19:13:46 PM,93.20°F,95.00°F,95.00°F,95.00°F,95.00°F,15%,105.80°F
17/12/2020 19:13:51 PM,91.40°F,93.20°F,95.00°F,93.20°F,95.00°F,20%,105.80°F
17/12/2020 19:13:56 PM,93.20°F,95.00°F,95.00°F,96.80°F,96.80°F,31%,105.80°F
17/12/2020 19:14:01 PM,91.40°F,91.40°F,91.40°F,91.40°F,93.20°F,16%,104.00°F
17/12/2020 19:14:06 PM,95.00°F,89.60°F,98.60°F,93.20°F,98.60°F,17%,105.80°F
17/12/2020 19:14:11 PM,105.80°F,100.40°F,105.80°F,91.40°F,105.80°F,55%,105.80°F
17/12/2020 19:14:16 PM,89.60°F,91.40°F,91.40°F,93.20°F,91.40°F,24%,105.80°F
17/12/2020 19:14:21 PM,89.60°F,93.20°F,93.20°F,91.40°F,95.00°F,23%,105.80°F
17/12/2020 19:14:26 PM,89.60°F,89.60°F,89.60°F,91.40°F,91.40°F,18%,105.80°F
